2021-09-19 16:49:25, 101, 2465.15401280953, 31, -0.012084245990961789, 4100705.099625
2021-09-19 16:49:27, 102, 2556.3913251312897, 53, 0.004918272614479064, 4225931.643453125
2021-09-19 16:49:30, 103, 2565.834159891769, 21, -0.011396102100610733, 1204716.94740625
2021-09-19 16:49:33, 104, 2575.2000846281417, 37, -0.013656915966421365, 20437875.0365
2021-09-19 16:49:36, 105, 2660.453082138656, 26, 0.004743448577821255, 7944188.49275
2021-09-19 16:49:38, 106, 2668.2833834353123, 25, -0.011303679913282395, 19948130.373
2021-09-19 16:49:41, 107, 2752.539219875793, 23, -0.00895148041844368, 1216454797.7120001
2021-09-19 16:49:44, 108, 2852.260018249017, 21, -0.005475533574819565, 1295200125.976
2021-09-19 16:49:46, 109, 2893.681093193146, 16, -0.005153701424598693, 2178135.30475
2021-09-19 16:49:49, 110, 2901.149379726448, 19, -0.014765046812593937, 8315258.314
2021-09-19 16:49:52, 111, 2909.1270517997777, 23, -0.005725773635087535, 15539276.489500001
2021-09-19 16:49:54, 112, 2948.780024562632, 23, -0.005401756688952446, 21222759.676250003
2021-09-19 16:49:56, 113, 2960.793011487592, 35, 0.044968638271093375, 10046990.271
2021-09-19 16:49:59, 114, 3156.4104773115814, 17, -0.00477640838176012, 331853623.472
2021-09-19 16:50:02, 115, 3183.166712304544, 31, -0.03699032550305128, 512950.6270625
2021-09-19 16:50:05, 116, 3268.459181879126, 19, 0.02298398743569851, 3180523.9735000003
2021-09-19 16:50:08, 117, 3319.6430817868954, 20, -0.007968556493520736, 6365546.505
2021-09-19 16:50:10, 118, 3327.582593514857, 18, -0.0027132457494735717, 1574422.492
2021-09-19 16:50:13, 119, 16459.51416569105, 17, -0.0031443599397316573, 65871910998.528
2021-09-19 16:50:16, 120, 16528.699516359888, 17, -0.011324888065340929, 34183145.9095
2021-09-19 16:50:19, 121, 16605.79273055871, 29, -0.009522552609443664, 72822098.8045
2021-09-19 16:50:21, 122, 29063.43358406756, 21, -0.006352775134146214, 190553186397.18402
2021-09-19 16:50:24, 123, 29186.246444013133, 29, -0.007842066138982773, 459374762.24
2021-09-19 16:50:26, 124, 29214.413047002563, 23, -0.010499020867049694, 182645273.222
2021-09-19 16:50:29, 125, 30147.977665287275, 33, -0.0018813317804597318, 143664043550.72
2021-09-19 16:50:31, 126, 30196.199714266564, 27, -0.0054085363000631334, 90421139.78
2021-09-19 16:50:34, 127, 56491.72843342703, 15, 0.016548230908811093, 519007178067.968
2021-09-19 16:50:36, 128, 56564.38736045187, 23, 4.4656306505203285e-05, 631284160.4480001
2021-09-19 16:50:38, 129, 56749.99926762679, 23, -0.006908030644059181, 117485514.704
2021-09-19 16:50:41, 130, 58645.45531050112, 15, -0.001500779779627919, 4253864480.7679996
2021-09-19 16:50:46, 132, 62826.3087574504, 7, -0.0014616536945104598, 20547739747.584
2021-09-19 16:50:48, 133, 63410.19011613274, 17, 0.02003669018729124, 6372646488.128
2021-09-19 16:50:51, 134, 63431.39246662224, 11, -0.014042414128780364, 16490068.6845
2021-09-19 16:50:54, 135, 64873.64128414025, 14, -0.0034040483385324475, 1718907619.7120001
